,Data Value,Type,Location,Time Period
362,1.6,Outdoor Air Toxics - Formaldehyde,Brooklyn,2014
363,1.6,Outdoor Air Toxics - Benzene,Crotona -Tremont,2011
364,1.6,Outdoor Air Toxics - Benzene,Greenpoint,2011
365,1.6,Boiler Emissions- Total SO2 Emissions,Bayside - Little Neck,2013
366,1.6,Annual vehicle miles traveled (trucks),Long Island City and Astoria (CD1),2005
367,1.6,Annual vehicle miles traveled (trucks),Jamaica and Hollis (CD12),2019
368,1.6,Outdoor Air Toxics - Benzene,Kingsbridge Heights and Bedford (CD7),2011
369,1.6,Outdoor Air Toxics - Benzene,Jackson Heights (CD3),2011
370,1.6,Outdoor Air Toxics - Benzene,Elmhurst and Corona (CD4),2011
371,1.6,Outdoor Air Toxics - Benzene,Greenpoint and Williamsburg (CD1),2011
372,1.6,Outdoor Air Toxics - Benzene,Sheepshead Bay (CD15),2011
373,1.6,Outdoor Air Toxics - Benzene,Queens,2011
374,1.6,Outdoor Air Toxics - Benzene,New York City,2011
375,1.6,Outdoor Air Toxics - Benzene,Kingsbridge - Riverdale,2011
376,1.6,Outdoor Air Toxics - Benzene,Riverdale and Fieldston (CD8),2011
377,1.6,Outdoor Air Toxics - Benzene,Belmont and East Tremont (CD6),2011
378,1.6,Outdoor Air Toxics - Benzene,Fordham - Bronx Pk,2011
379,1.6,Annual vehicle miles traveled (trucks),Fordham - Bronx Pk,2010
380,1.6,Outdoor Air Toxics - Formaldehyde,Williamsburg - Bushwick,2014
381,1.6,Annual vehicle miles traveled (trucks),Queens Village (CD13),2005
382,1.6,Annual vehicle miles traveled (trucks),Jamaica,2005
383,1.7,Asthma hospitalizations due to Ozone,South Beach - Tottenville,2015-2017
384,1.7,Outdoor Air Toxics - Formaldehyde,Long Island City - Astoria,2014
385,1.7,Outdoor Air Toxics - Formaldehyde,Upper East Side,2014
386,1.7,Outdoor Air Toxics - Formaldehyde,Washington Heights,2014
387,1.7,Outdoor Air Toxics - Formaldehyde,Union Square - Lower East Side,2014
388,1.7,Outdoor Air Toxics - Formaldehyde,High Bridge - Morrisania,2014
389,1.7,Outdoor Air Toxics - Formaldehyde,South Beach - Tottenville,2011
390,1.7,Outdoor Air Toxics - Benzene,Fresh Meadows,2005
391,1.7,Annual vehicle miles traveled (trucks),Willowbrook,2010
392,1.7,Annual vehicle miles traveled (trucks),East New York,2010
393,1.7,Annual vehicle miles traveled (trucks),Ridgewood and Maspeth (CD5),2010
394,1.7,Outdoor Air Toxics - Formaldehyde,Chelsea - Clinton,2014
395,1.7,Outdoor Air Toxics - Formaldehyde,Gramercy Park - Murray Hill,2014
396,1.7,Outdoor Air Toxics - Formaldehyde,Central Harlem - Morningside Heights,2014
397,1.7,Outdoor Air Toxics - Benzene,Coney Island - Sheepshead Bay,2011
398,1.7,Asthma hospitalizations due to Ozone,Gramercy Park - Murray Hill,2012-2014
399,1.7,Boiler Emissions- Total SO2 Emissions,Hunts Point - Mott Haven,2015
400,1.7,Outdoor Air Toxics - Formaldehyde,Hunts Point - Mott Haven,2014
401,1.7,Annual vehicle miles traveled (trucks),Bushwick (CD4),2019
402,1.7,Outdoor Air Toxics - Benzene,Downtown - Heights - Slope,2011
403,1.7,Boiler Emissions- Total PM2.5 Emissions,Lower Manhattan,2013
404,1.7,Annual vehicle miles traveled (trucks),Bedford Stuyvesant (CD3),2010
405,1.7,Outdoor Air Toxics - Benzene,Brooklyn,2011
406,1.7,Boiler Emissions- Total SO2 Emissions,Bensonhurst - Bay Ridge,2013
407,1.7,Outdoor Air Toxics - Benzene,Highbridge and Concourse (CD4),2011
408,1.7,Outdoor Air Toxics - Benzene,Rego Park and Forest Hills (CD6),2011
409,1.7,Outdoor Air Toxics - Formaldehyde,South Beach and Willowbrook (CD2),2011
410,1.7,Outdoor Air Toxics - Benzene,Bensonhurst (CD11),2011
411,1.7,Outdoor Air Toxics - Formaldehyde,Greenpoint,2014
412,1.7,Outdoor Air Toxics - Formaldehyde,East Harlem,2014
413,1.7,Outdoor Air Toxics - Formaldehyde,Stapleton - St. George,2011
414,1.7,Outdoor Air Toxics - Formaldehyde,West Queens,2014
415,1.7,Annual vehicle miles traveled (trucks),Coney Island - Sheepshead Bay,2005
416,1.7,Outdoor Air Toxics - Formaldehyde,Tottenville and Great Kills (CD3),2011
417,1.7,Boiler Emissions- Total SO2 Emissions,East Flatbush - Flatbush,2015
418,1.7,Annual vehicle miles traveled (trucks),Jackson Heights (CD3),2005
419,1.8,Outdoor Air Toxics - Benzene,Long Island City - Astoria,2011
420,1.8,Outdoor Air Toxics - Formaldehyde,Jamaica and Hollis (CD12),2011
421,1.8,Outdoor Air Toxics - Benzene,Southeast Queens,2005
422,1.8,Outdoor Air Toxics - Formaldehyde,St. George and Stapleton (CD1),2011
423,1.8,Outdoor Air Toxics - Benzene,Fort Greene and Brooklyn Heights (CD2),2011
424,1.8,Outdoor Air Toxics - Formaldehyde,Staten Island,2011
425,1.8,Outdoor Air Toxics - Benzene,Jamaica,2005
426,1.8,Outdoor Air Toxics - Benzene,Southwest Queens,2005
427,1.8,Outdoor Air Toxics - Benzene,Woodside and Sunnyside (CD2),2011
428,1.8,Outdoor Air Toxics - Formaldehyde,Southeast Queens,2011
429,1.8,Outdoor Air Toxics - Benzene,Coney Island (CD13),2011
430,1.8,Annual vehicle miles traveled (trucks),Borough Park (CD12),2019
431,1.8,Outdoor Air Toxics - Formaldehyde,Queens Village (CD13),2011
432,1.8,Outdoor Air Toxics - Benzene,Fordham and University Heights (CD5),2011
433,1.8,Annual vehicle miles traveled (trucks),Bedford Stuyvesant - Crown Heights,2010
434,1.8,Outdoor Air Toxics - Formaldehyde,Fresh Meadows,2011
435,1.8,Outdoor Air Toxics - Formaldehyde,Port Richmond,2011
436,1.8,Outdoor Air Toxics - Formaldehyde,Willowbrook,2011
437,1.8,Annual vehicle miles traveled (trucks),South Beach and Willowbrook (CD2),2019
438,1.8,Asthma hospitalizations due to Ozone,Bayside - Little Neck,2005-2007
439,1.8,Outdoor Air Toxics - Formaldehyde,Flatlands and Canarsie (CD18),2011
440,1.8,Outdoor Air Toxics - Formaldehyde,Canarsie - Flatlands,2011
441,1.9,Outdoor Air Toxics - Formaldehyde,Jamaica,2011
442,1.9,Outdoor Air Toxics - Formaldehyde,Southwest Queens,2011
443,1.9,Outdoor Air Toxics - Formaldehyde,Kew Gardens and Woodhaven (CD9),2011
444,1.9,Outdoor Air Toxics - Formaldehyde,Bayside and Little Neck (CD11),2011
445,1.9,Outdoor Air Toxics - Formaldehyde,Bayside - Little Neck,2011
446,1.9,Asthma hospitalizations due to Ozone,Ridgewood - Forest Hills,2015-2017
447,1.9,Annual vehicle miles traveled (trucks),Southeast Queens,2019
448,1.9,Outdoor Air Toxics - Benzene,Queens,2005
449,1.9,Annual vehicle miles traveled (trucks),East Flatbush - Flatbush,2019
450,1.9,Annual vehicle miles traveled (trucks),Jackson Heights (CD3),2010
451,1.9,Outdoor Air Toxics - Benzene,Bayside - Little Neck,2005
452,1.9,Boiler Emissions- Total PM2.5 Emissions,High Bridge - Morrisania,2015
453,1.9,Outdoor Air Toxics - Benzene,Flushing - Clearview,2005
454,1.9,Outdoor Air Toxics - Formaldehyde,South Ozone Park and Howard Beach (CD10),2011
455,1.9,Outdoor Air Toxics - Formaldehyde,Hillcrest and Fresh Meadows (CD8),2011
456,1.9,Outdoor Air Toxics - Formaldehyde,Flushing and Whitestone (CD7),2011
457,1.9,Annual vehicle miles traveled (trucks),Borough Park (CD12),2005
458,1.9,Annual vehicle miles traveled (trucks),Williamsburg - Bushwick,2019
459,1.9,Annual vehicle miles traveled (trucks),Flatbush and Midwood (CD14),2019
460,1.9,Outdoor Air Toxics - Formaldehyde,Flushing - Clearview,2011
461,2.0,Outdoor Air Toxics - Formaldehyde,Bronx,2011
462,2.0,Annual vehicle miles traveled (trucks),St. George and Stapleton (CD1),2019
463,2.0,Boiler Emissions- Total PM2.5 Emissions,Crotona -Tremont,2013
464,2.0,Boiler Emissions- Total PM2.5 Emissions,Central Harlem - Morningside Heights,2013
465,2.0,Annual vehicle miles traveled (trucks),Brooklyn,2010
466,2.0,Asthma hospitalizations due to Ozone,Sunset Park,2017-2019
467,2.0,Annual vehicle miles traveled (trucks),Flushing and Whitestone (CD7),2005
468,2.0,Annual vehicle miles traveled (trucks),Bensonhurst (CD11),2005
469,2.0,Outdoor Air Toxics - Formaldehyde,Brownsville (CD16),2011
470,2.0,Annual vehicle miles traveled (trucks),Borough Park,2019
471,2.0,Boiler Emissions- Total NOx Emissions,South Beach - Tottenville,2013
472,2.0,Boiler Emissions- Total PM2.5 Emissions,Kingsbridge - Riverdale,2013
473,2.0,Annual vehicle miles traveled (trucks),South Ozone Park and Howard Beach (CD10),2019
474,2.0,Outdoor Air Toxics - Formaldehyde,Bensonhurst - Bay Ridge,2011
475,2.0,Outdoor Air Toxics - Formaldehyde,Bushwick (CD4),2011
476,2.0,Asthma hospitalizations due to Ozone,Manhattan,2017-2019
477,2.0,Asthma hospitalizations due to Ozone,Rockaways,2017-2019
478,2.0,Asthma hospitalizations due to Ozone,Fresh Meadows,2017-2019
479,2.0,Outdoor Air Toxics - Formaldehyde,Bedford Stuyvesant (CD3),2011
480,2.0,Outdoor Air Toxics - Formaldehyde,Morrisania and Crotona (CD3),2011
481,2.0,Asthma hospitalizations due to Ozone,Queens,2017-2019
482,2.0,Asthma hospitalizations due to Ozone,Downtown - Heights - Slope,2017-2019
483,2.0,Outdoor Air Toxics - Formaldehyde,Sunset Park,2011
484,2.0,Boiler Emissions- Total PM2.5 Emissions,Union Square - Lower East Side,2015
485,2.0,Asthma hospitalizations due to Ozone,West Queens,2017-2019
486,2.0,Asthma hospitalizations due to Ozone,Willowbrook,2017-2019
487,2.0,Outdoor Air Toxics - Formaldehyde,Williamsbridge and Baychester (CD12),2011
488,2.0,Outdoor Air Toxics - Formaldehyde,Pelham - Throgs Neck,2011
489,2.0,Outdoor Air Toxics - Formaldehyde,Throgs Neck and Co-op City (CD10),2011
490,2.0,Outdoor Air Toxics - Formaldehyde,Borough Park (CD12),2011
491,2.0,Cardiac and respiratory deaths due to Ozone,Lower Manhattan,2017-2019
492,2.0,Outdoor Air Toxics - Formaldehyde,Bay Ridge and Dyker Heights (CD10),2011
493,2.0,Outdoor Air Toxics - Formaldehyde,Ridgewood and Maspeth (CD5),2011
494,2.0,Outdoor Air Toxics - Benzene,Morningside Heights and Hamilton Heights (CD9),2011
495,2.0,Outdoor Air Toxics - Formaldehyde,Borough Park,2011
496,2.0,Asthma hospitalizations due to Ozone,Southwest Queens,2017-2019
497,2.0,Boiler Emissions- Total NOx Emissions,South Beach - Tottenville,2015
498,2.0,Outdoor Air Toxics - Formaldehyde,Bensonhurst (CD11),2011
499,2.0,Asthma hospitalizations due to Ozone,Coney Island - Sheepshead Bay,2017-2019
500,2.0,Annual vehicle miles traveled (trucks),Ridgewood - Forest Hills,2019
501,2.0,Asthma emergency department visits due to PM2.5,Bayside - Little Neck,2017-2019
502,2.0,Outdoor Air Toxics - Formaldehyde,Crown Heights and Prospect Heights (CD8),2011
503,2.0,Annual vehicle miles traveled (trucks),Southwest Queens,2010
504,2.0,Respiratory hospitalizations due to PM2.5 (age 20+),Bayside - Little Neck,2017-2019
505,2.0,Asthma hospitalizations due to Ozone,Union Square - Lower East Side,2017-2019
506,2.0,Asthma hospitalizations due to Ozone,Staten Island,2017-2019
507,2.0,Asthma hospitalizations due to Ozone,Canarsie - Flatlands,2017-2019
508,2.0,Outdoor Air Toxics - Formaldehyde,Northeast Bronx,2011
509,2.0,Annual vehicle miles traveled (trucks),South Crown Heights and Lefferts Gardens (CD9),2019
510,2.0,Outdoor Air Toxics - Benzene,Ridgewood - Forest Hills,2005
511,2.0,Annual vehicle miles traveled (trucks),Riverdale and Fieldston (CD8),2005
512,2.0,Annual vehicle miles traveled (trucks),Fordham - Bronx Pk,2005
513,2.0,Annual vehicle miles traveled (trucks),Flushing - Clearview,2005
514,2.0,Outdoor Air Toxics - Formaldehyde,Bedford Stuyvesant - Crown Heights,2011
515,2.0,Asthma hospitalizations due to Ozone,East Flatbush - Flatbush,2017-2019
516,2.0,Asthma hospitalizations due to Ozone,Bayside - Little Neck,2012-2014
517,2.0,Outdoor Air Toxics - Formaldehyde,Rockaways,2005
518,2.0,Asthma hospitalizations due to Ozone,Brooklyn,2017-2019
519,2.0,Asthma hospitalizations due to Ozone,Greenwich Village - SoHo,2017-2019
520,2.1,Annual vehicle miles traveled (trucks),Bensonhurst - Bay Ridge,2010
521,2.1,Outdoor Air Toxics - Formaldehyde,Queens,2011
522,2.1,Outdoor Air Toxics - Formaldehyde,Coney Island (CD13),2011
523,2.1,Outdoor Air Toxics - Formaldehyde,East Flatbush - Flatbush,2011
524,2.1,Asthma hospitalizations due to Ozone,Gramercy Park - Murray Hill,2009-2011
525,2.1,Outdoor Air Toxics - Formaldehyde,East New York,2011
526,2.1,Annual vehicle miles traveled (trucks),Central Harlem (CD10),2005
527,2.1,Outdoor Air Toxics - Formaldehyde,Crotona -Tremont,2011
528,2.1,Outdoor Air Toxics - Benzene,East Harlem,2011
529,2.1,Outdoor Air Toxics - Formaldehyde,Park Slope and Carroll Gardens (CD6),2011
530,2.1,Annual vehicle miles traveled (trucks),Long Island City and Astoria (CD1),2010
531,2.1,Boiler Emissions- Total NOx Emissions,Willowbrook,2013
532,2.1,Outdoor Air Toxics - Formaldehyde,Sunset Park (CD7),2011
533,2.1,Outdoor Air Toxics - Formaldehyde,Flatbush and Midwood (CD14),2011
534,2.1,Outdoor Air Toxics - Formaldehyde,Hunts Point - Mott Haven,2011
535,2.1,Outdoor Air Toxics - Benzene,Lower Manhattan,2011
536,2.1,Outdoor Air Toxics - Benzene,Central Harlem (CD10),2011
537,2.1,Outdoor Air Toxics - Formaldehyde,Hunts Point and Longwood (CD2),2011
538,2.1,Outdoor Air Toxics - Benzene,Manhattan,2011
539,2.1,Outdoor Air Toxics - Formaldehyde,Coney Island - Sheepshead Bay,2011
540,2.1,Outdoor Air Toxics - Formaldehyde,Sheepshead Bay (CD15),2011
541,2.1,Outdoor Air Toxics - Benzene,East Harlem (CD11),2011
542,2.1,Outdoor Air Toxics - Formaldehyde,New York City,2011
543,2.1,Boiler Emissions- Total NOx Emissions,Willowbrook,2015
544,2.1,Outdoor Air Toxics - Benzene,Central Harlem - Morningside Heights,2011
545,2.1,Annual vehicle miles traveled (trucks),Queens,2010
546,2.1,Outdoor Air Toxics - Formaldehyde,East New York and Starrett City (CD5),2011
547,2.1,Annual vehicle miles traveled (trucks),East New York and Starrett City (CD5),2019
548,2.1,Annual vehicle miles traveled (trucks),Fordham - Bronx Pk,2019
549,2.1,Outdoor Air Toxics - Formaldehyde,Williamsburg - Bushwick,2011
550,2.1,Annual vehicle miles traveled (trucks),Jamaica and Hollis (CD12),2005
551,2.1,Outdoor Air Toxics - Formaldehyde,Morris Park and Bronxdale (CD11),2011
552,2.1,Annual vehicle miles traveled (trucks),Crown Heights and Prospect Heights (CD8),2010
553,2.1,Outdoor Air Toxics - Formaldehyde,Parkchester and Soundview (CD9),2011
554,2.1,Outdoor Air Toxics - Formaldehyde,South Crown Heights and Lefferts Gardens (CD9),2011
555,2.1,Outdoor Air Toxics - Formaldehyde,Ridgewood - Forest Hills,2011
556,2.2,Boiler Emissions- Total SO2 Emissions,Northeast Bronx,2013
557,2.2,Outdoor Air Toxics - Formaldehyde,Mott Haven and Melrose (CD1),2011
558,2.2,Outdoor Air Toxics - Formaldehyde,Greenpoint,2011
559,2.2,Annual vehicle miles traveled (trucks),East Flatbush (CD17),2019
560,2.2,Outdoor Air Toxics - Formaldehyde,Greenpoint and Williamsburg (CD1),2011
561,2.2,Outdoor Air Toxics - Formaldehyde,Long Island City and Astoria (CD1),2011
562,2.2,Outdoor Air Toxics - Formaldehyde,Brooklyn,2011
563,2.2,Annual vehicle miles traveled (trucks),Sheepshead Bay (CD15),2005
564,2.2,Outdoor Air Toxics - Formaldehyde,Downtown - Heights - Slope,2011
565,2.2,Asthma hospitalizations due to Ozone,Lower Manhattan,2015-2017
566,2.2,Asthma hospitalizations due to Ozone,Flushing - Clearview,2005-2007
567,2.2,Boiler Emissions- Total SO2 Emissions,Queens,2013
568,2.2,Asthma hospitalizations due to Ozone,Bayside - Little Neck,2009-2011
569,2.2,Outdoor Air Toxics - Formaldehyde,Riverdale and Fieldston (CD8),2011
570,2.2,Outdoor Air Toxics - Formaldehyde,Belmont and East Tremont (CD6),2011
571,2.2,Outdoor Air Toxics - Formaldehyde,Kingsbridge Heights and Bedford (CD7),2011
572,2.2,Annual vehicle miles traveled (trucks),Willowbrook,2019
573,2.2,Outdoor Air Toxics - Formaldehyde,West Queens,2011
574,2.2,Outdoor Air Toxics - Formaldehyde,Fordham - Bronx Pk,2011
575,2.2,Outdoor Air Toxics - Benzene,Lower East Side and Chinatown (CD3),2011
576,2.2,Annual vehicle miles traveled (trucks),Stapleton - St. George,2019
577,2.2,Outdoor Air Toxics - Formaldehyde,Highbridge and Concourse (CD4),2011
578,2.2,Outdoor Air Toxics - Benzene,West Queens,2005
579,2.2,Annual vehicle miles traveled (trucks),Bensonhurst - Bay Ridge,2005
580,2.2,Annual vehicle miles traveled (trucks),Queens,2005
581,2.2,Outdoor Air Toxics - Formaldehyde,Kingsbridge - Riverdale,2011
582,2.2,Outdoor Air Toxics - Formaldehyde,South Beach - Tottenville,2005
583,2.2,Annual vehicle miles traveled (trucks),Riverdale and Fieldston (CD8),2010
584,2.2,Outdoor Air Toxics - Formaldehyde,East Flatbush (CD17),2011
585,2.3,Asthma hospitalizations due to Ozone,West Queens,2015-2017
586,2.3,Annual vehicle miles traveled (trucks),Central Harlem - Morningside Heights,2010
587,2.3,Boiler Emissions- Total PM2.5 Emissions,Fordham - Bronx Pk,2015
588,2.3,Boiler Emissions- Total SO2 Emissions,East Flatbush - Flatbush,2013
589,2.3,Outdoor Air Toxics - Formaldehyde,Fordham and University Heights (CD5),2011
590,2.3,Annual vehicle miles traveled (trucks),Flushing and Whitestone (CD7),2010
591,2.3,Annual vehicle miles traveled (trucks),Kew Gardens and Woodhaven (CD9),2010
592,2.3,Outdoor Air Toxics - Formaldehyde,Willowbrook,2005
593,2.3,Outdoor Air Toxics - Benzene,Financial District (CD1),2011
594,2.3,Boiler Emissions- Total SO2 Emissions,West Queens,2013
595,2.3,Outdoor Air Toxics - Formaldehyde,Staten Island,2005
596,2.3,Asthma hospitalizations due to Ozone,Downtown - Heights - Slope,2015-2017
597,2.3,Outdoor Air Toxics - Benzene,Union Square - Lower East Side,2011
598,2.3,Outdoor Air Toxics - Formaldehyde,Fresh Meadows,2005
599,2.3,Outdoor Air Toxics - Formaldehyde,High Bridge - Morrisania,2011
600,2.3,Outdoor Air Toxics - Benzene,East Flatbush - Flatbush,2005
601,2.3,Outdoor Air Toxics - Formaldehyde,Lower Manhattan,2011
602,2.3,Annual vehicle miles traveled (trucks),Hunts Point and Longwood (CD2),2010
603,2.3,Annual vehicle miles traveled (trucks),Ridgewood and Maspeth (CD5),2005
604,2.3,Annual vehicle miles traveled (trucks),South Crown Heights and Lefferts Gardens (CD9),2005
605,2.3,Outdoor Air Toxics - Formaldehyde,Rego Park and Forest Hills (CD6),2011
606,2.3,Asthma hospitalizations due to Ozone,Long Island City - Astoria,2015-2017
607,2.3,Outdoor Air Toxics - Formaldehyde,Fort Greene and Brooklyn Heights (CD2),2011
608,2.3,Outdoor Air Toxics - Formaldehyde,Elmhurst and Corona (CD4),2011
609,2.3,Outdoor Air Toxics - Formaldehyde,Long Island City - Astoria,2011
610,2.3,Outdoor Air Toxics - Formaldehyde,Stapleton - St. George,2005
611,2.3,Outdoor Air Toxics - Formaldehyde,Jackson Heights (CD3),2011
612,2.3,Outdoor Air Toxics - Benzene,East New York,2005
613,2.4,Annual vehicle miles traveled (trucks),East Flatbush - Flatbush,2005
614,2.4,Outdoor Air Toxics - Formaldehyde,Jamaica,2005
615,2.4,Annual vehicle miles traveled (trucks),Southwest Queens,2019
616,2.4,Outdoor Air Toxics - Benzene,Canarsie - Flatlands,2005
617,2.4,Outdoor Air Toxics - Formaldehyde,Southeast Queens,2005
618,2.4,Outdoor Air Toxics - Benzene,Upper West Side,2011
619,2.4,Outdoor Air Toxics - Formaldehyde,Woodside and Sunnyside (CD2),2011
620,2.4,Annual vehicle miles traveled (trucks),East New York,2019
621,2.4,Outdoor Air Toxics - Formaldehyde,Port Richmond,2005
622,2.4,Outdoor Air Toxics - Benzene,Washington Heights,2011
623,2.4,Annual vehicle miles traveled (trucks),New York City,2010
624,2.4,Boiler Emissions- Total PM2.5 Emissions,High Bridge - Morrisania,2013
625,2.4,Outdoor Air Toxics - Benzene,Upper West Side (CD7),2011
626,2.4,Outdoor Air Toxics - Benzene,Coney Island - Sheepshead Bay,2005
627,2.4,Annual vehicle miles traveled (trucks),Brownsville (CD16),2019
628,2.4,Outdoor Air Toxics - Formaldehyde,Manhattan,2011
629,2.4,Outdoor Air Toxics - Formaldehyde,Southwest Queens,2005
630,2.4,Cardiac and respiratory deaths due to Ozone,Crotona -Tremont,2005-2007
631,2.5,Outdoor Air Toxics - Benzene,Stuyvesant Town and Turtle Bay (CD6),2011
632,2.5,Outdoor Air Toxics - Formaldehyde,Lower East Side and Chinatown (CD3),2011
633,2.5,Outdoor Air Toxics - Benzene,Upper East Side (CD8),2011
634,2.5,Outdoor Air Toxics - Benzene,Bedford Stuyvesant - Crown Heights,2005
635,2.5,Cardiac and respiratory deaths due to Ozone,Hunts Point - Mott Haven,2005-2007
636,2.5,Annual vehicle miles traveled (trucks),Morrisania and Crotona (CD3),2010
637,2.5,Outdoor Air Toxics - Benzene,Port Richmond,2005
638,2.5,Asthma hospitalizations due to Ozone,Fresh Meadows,2015-2017
639,2.5,Outdoor Air Toxics - Formaldehyde,Morningside Heights and Hamilton Heights (CD9),2011
640,2.5,Outdoor Air Toxics - Formaldehyde,Coney Island - Sheepshead Bay,2005
