,ESTIMATE,Demographic Category,Specific Category,Year,Age
445,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,1999,All ages
446,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2012,All ages
447,0.3,Sex and age,Male: 65-74 years,2001,65-74 years
448,0.3,Age,75-84 years,2002,75-84 years
449,0.3,Age,65-74 years,2010,65-74 years
450,0.3,Sex and race,Male: Black or African American,2012,All ages
451,0.3,Sex and race,Male: Black or African American,2010,All ages
452,0.3,Sex,Male,1999,All ages
453,0.3,Sex and race,Female: Black or African American,2012,All ages
454,0.3,Sex and race,Female: Black or African American,2002,All ages
455,0.3,Sex and age,Female: 65-74 years,2014,65-74 years
456,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2004,All ages
457,0.3,Sex and race,Female: White,1999,All ages
458,0.3,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2011,All ages
459,0.3,Total,All persons,2000,All ages
460,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2013,All ages
461,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2018,All ages
462,0.3,Age,65-74 years,2013,65-74 years
463,0.3,Sex and age,Female: 15-24 years,2014,15-24 years
464,0.3,Sex and age,Female: 65-74 years,2002,65-74 years
465,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2010,All ages
466,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2009,All ages
467,0.3,Age,65-74 years,2008,65-74 years
468,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2012,All ages
469,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2007,All ages
470,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2011,All ages
471,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2014,All ages
472,0.3,Sex and race,Female: Black or African American,2011,All ages
473,0.3,Sex and age,Male: 65-74 years,2011,65-74 years
474,0.3,Sex,Female,2007,All ages
475,0.3,Sex and race,Female: Black or African American,2007,All ages
476,0.3,Age,65-74 years,2009,65-74 years
477,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2002,All ages
478,0.3,Sex and age,Male: Under 15 years,2010,Under 15 years
479,0.3,Sex and age,Male: 65-74 years,2012,65-74 years
480,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2014,All ages
481,0.3,Sex and age,Male: Under 15 years,2007,Under 15 years
482,0.3,Age,65-74 years,2000,65-74 years
483,0.3,Sex and age,Male: 65-74 years,2011,65-74 years
484,0.3,Sex and age,Female: 15-24 years,1999,15-24 years
485,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2002,All ages
486,0.3,Sex and age,Male: 65-74 years,2011,65-74 years
487,0.3,Sex and age,Female: 25-34 years,2001,25-34 years
488,0.3,Sex and age,Female: 25-34 years,2003,25-34 years
489,0.3,Sex and race,Female: Black or African American,2002,All ages
490,0.3,Age,55-64 years,2002,55-64 years
491,0.3,Age,55-64 years,2003,55-64 years
492,0.3,Sex and age,Male: 55-64 years,2004,55-64 years
493,0.3,Sex,Male,1999,All ages
494,0.3,Age,65-74 years,2012,65-74 years
495,0.3,Sex and age,Female: 15-24 years,2006,15-24 years
496,0.3,Age,75-84 years,2017,75-84 years
497,0.3,Sex,Female,2001,All ages
498,0.3,Age,15-24 years,2003,15-24 years
499,0.3,Sex and age,Male: 65-74 years,2000,65-74 years
500,0.3,Sex and race,Female: Black or African American,2001,All ages
501,0.3,Sex and race,Male: Black or African American,2009,All ages
502,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,1999,All ages
503,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2007,All ages
504,0.3,Sex and age,Female: 65-74 years,2005,65-74 years
505,0.3,Age,65-74 years,1999,65-74 years
506,0.3,Sex,Female,2000,All ages
507,0.3,Sex,Female,2001,All ages
508,0.3,Sex,Male,2000,All ages
509,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2007,All ages
510,0.3,Sex and race,Female: White,2000,All ages
511,0.3,Sex and race,Female: White,2007,All ages
512,0.3,Sex and age,Female: 65-74 years,2015,65-74 years
513,0.3,Sex,Male,2000,All ages
514,0.3,Sex and race,Female: Black or African American,2003,All ages
515,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2008,All ages
516,0.3,Sex,Female,2005,All ages
517,0.3,Sex and age,Female: 65-74 years,2001,65-74 years
518,0.3,Age,15-24 years,2018,15-24 years
519,0.3,Sex and age,Female: 75-84 years,2017,75-84 years
520,0.3,Sex and age,Female: 65-74 years,2016,65-74 years
521,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2013,All ages
522,0.3,Sex and age,Female: 25-34 years,1999,25-34 years
523,0.3,Total,All persons,1999,All ages
524,0.3,Total,All persons,1999,All ages
525,0.3,Sex and age,Female: 25-34 years,1999,25-34 years
526,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2004,All ages
527,0.3,Age,55-64 years,2001,55-64 years
528,0.3,Sex and race,Female: Black or African American,2006,All ages
529,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages
530,0.3,Sex and age,Female: 75-84 years,2002,75-84 years
531,0.3,Sex and race,Female: Black or African American,1999,All ages
532,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2010,All ages
533,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages
534,0.3,Sex and race and Hispanic origin (single race),Female: Not Hispanic or Latino: Asian,2018,All ages
535,0.3,Sex and race,Male: Asian or Pacific Islander,2007,All ages
536,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages
537,0.3,Sex and age,Female: 65-74 years,2011,65-74 years
538,0.3,Age,65-74 years,2011,65-74 years
539,0.3,Sex and age,Female: 45-54 years,2000,45-54 years
540,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,1999,All ages
541,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2005,All ages
542,0.3,Age,75-84 years,2000,75-84 years
543,0.3,Age,65-74 years,2014,65-74 years
544,0.3,Sex and age,Female: 75-84 years,2009,75-84 years
545,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Black,2009,All ages
546,0.3,Sex and age,Female: 15-24 years,2006,15-24 years
547,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2017,All ages
548,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,1999,All ages
549,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2010,All ages
550,0.3,Sex and race,Female: Asian or Pacific Islander,2004,All ages
551,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2000,All ages
552,0.3,Age,15-24 years,2005,15-24 years
553,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2002,All ages
554,0.3,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2015,All ages
555,0.3,Sex and race,Female: Black or African American,2009,All ages
556,0.3,Sex and race,Male: Asian or Pacific Islander,2012,All ages
557,0.3,Sex and race,Female: Black or African American,2000,All ages
558,0.3,Age,65-74 years,2001,65-74 years
559,0.3,Sex and age,Female: 75-84 years,2012,75-84 years
560,0.3,Sex and age,Female: 65-74 years,2017,65-74 years
561,0.3,Age,55-64 years,2000,55-64 years
562,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2007,All ages
563,0.3,Sex and age,Female: 45-54 years,1999,45-54 years
564,0.3,Sex and race,Female: Black or African American,2009,All ages
565,0.3,Sex and race,Male: Asian or Pacific Islander,2008,All ages
566,0.3,Sex and race,Male: White,1999,All ages
567,0.3,Sex and age,Male: 65-74 years,2008,65-74 years
568,0.3,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2004,All ages
569,0.3,Sex and age,Female: 45-54 years,2001,45-54 years
570,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2009,All ages
571,0.3,Sex and age,Female: 15-24 years,2007,15-24 years
572,0.3,Age,25-34 years,1999,25-34 years
573,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,1999,All ages
574,0.3,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2011,All ages
575,0.3,Sex and age,Male: 15-24 years,2002,15-24 years
576,0.3,Sex and age,Male: 55-64 years,2003,55-64 years
577,0.4,Age,55-64 years,2002,55-64 years
578,0.4,Sex and race,Female: White,2008,All ages
579,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2012,All ages
580,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2011,All ages
581,0.4,Sex and age,Female: 75-84 years,2002,75-84 years
582,0.4,Sex and race,Female: Asian or Pacific Islander,2013,All ages
583,0.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2012,All ages
584,0.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,2000,All ages
585,0.4,Sex and age,Female: 55-64 years,2012,55-64 years
586,0.4,Sex and race,Female: Asian or Pacific Islander,2012,All ages
587,0.4,Age,65-74 years,2013,65-74 years
588,0.4,Sex and age,Female: 75-84 years,1999,75-84 years
589,0.4,Age,15-24 years,2008,15-24 years
590,0.4,Sex and age,Male: 25-34 years,1999,25-34 years
591,0.4,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2013,All ages
592,0.4,Sex and age,Female: 65-74 years,2007,65-74 years
593,0.4,Sex,Female,2010,All ages
594,0.4,Sex and race,Female: White,2010,All ages
595,0.4,Age,75-84 years,2004,75-84 years
596,0.4,Sex,Male,1999,All ages
597,0.4,Sex and race,Female: Asian or Pacific Islander,2017,All ages
598,0.4,Age,75-84 years,2006,75-84 years
599,0.4,Sex and age,Female: 35-44 years,2006,35-44 years
600,0.4,Sex and race,Female: Black or African American,2012,All ages
601,0.4,Sex and race,Male: White,1999,All ages
602,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2008,All ages
603,0.4,Sex and age,Female: 55-64 years,2003,55-64 years
604,0.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2001,All ages
605,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2016,All ages
606,0.4,Sex and race,Male: Black or African American,2001,All ages
607,0.4,Sex,Female,2009,All ages
608,0.4,Sex,Male,1999,All ages
609,0.4,Sex and age,Female: 65-74 years,2018,65-74 years
610,0.4,Sex and age,Female: 75-84 years,2007,75-84 years
611,0.4,Sex and race,Female: Asian or Pacific Islander,2016,All ages
612,0.4,Sex and race,Female: White,2001,All ages
613,0.4,Sex and age,Female: 55-64 years,2000,55-64 years
614,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2001,All ages
615,0.4,Sex and age,Female: 45-54 years,2004,45-54 years
616,0.4,Age,65-74 years,2015,65-74 years
617,0.4,Sex and age,Male: 65-74 years,2013,65-74 years
618,0.4,Total,All persons,2002,All ages
619,0.4,Sex and race,Female: Asian or Pacific Islander,2010,All ages
620,0.4,Age,75-84 years,2001,75-84 years
621,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2013,All ages
622,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2018,All ages
623,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2008,All ages
624,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2006,All ages
625,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2005,All ages
626,0.4,Age,75-84 years,2007,75-84 years
627,0.4,Sex and race,Female: Black or African American,2011,All ages
628,0.4,Sex and age,Male: 75-84 years,2003,75-84 years
629,0.4,Sex and race,Male: White,2001,All ages
630,0.4,Sex,Female,2008,All ages
631,0.4,Age,15-24 years,2007,15-24 years
632,0.4,Age,25-34 years,1999,25-34 years
633,0.4,Sex and age,Female: 75-84 years,2004,75-84 years
634,0.4,Sex and age,Female: 35-44 years,2007,35-44 years
635,0.4,Sex and age,Female: 75-84 years,2006,75-84 years
636,0.4,Sex and race,Male: Asian or Pacific Islander,2001,All ages
637,0.4,Sex and age,Male: 65-74 years,2014,65-74 years
638,0.4,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2001,All ages
639,0.4,Age,65-74 years,2002,65-74 years
640,0.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages
641,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2009,All ages
642,0.4,Sex and age,Female: 65-74 years,1999,65-74 years
643,0.4,Sex and age,Male: 25-34 years,2001,25-34 years
644,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2017,All ages
645,0.4,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,1999,All ages
646,0.4,Sex,Female,2009,All ages
647,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2008,All ages
648,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2011,All ages
649,0.4,Sex and age,Female: 75-84 years,2003,75-84 years
650,0.4,Sex and age,Female: 25-34 years,2004,25-34 years
651,0.4,Age,15-24 years,2012,15-24 years
652,0.4,Age,75-84 years,1999,75-84 years
653,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2015,All ages
654,0.4,Sex and race,Male: Asian or Pacific Islander,2006,All ages
655,0.4,Sex and age,Female: 15-24 years,2010,15-24 years
656,0.4,Sex and age,Female: 25-34 years,2000,25-34 years
657,0.4,Sex,Female,2003,All ages
658,0.4,Sex and age,Female: 65-74 years,2008,65-74 years
659,0.4,Sex and age,Male: 65-74 years,2014,65-74 years
660,0.4,Total,All persons,2000,All ages
661,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: White,2001,All ages
662,0.4,Age,55-64 years,2004,55-64 years
663,0.4,Sex and race,Female: Black or African American,2010,All ages
664,0.4,Sex and age,Female: 65-74 years,2013,65-74 years
665,0.4,Sex and race,Female: Black or African American,2006,All ages
666,0.4,Age,15-24 years,2017,15-24 years
667,0.4,Sex and age,Female: 25-34 years,2006,25-34 years
668,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2005,All ages
669,0.4,Sex and race,Male: Asian or Pacific Islander,2015,All ages
670,0.4,Sex and age,Male: 75-84 years,2005,75-84 years
671,0.4,Age,55-64 years,2006,55-64 years
672,0.4,Sex,Female,2002,All ages
673,0.4,Sex and age,Male: 65-74 years,1999,65-74 years
674,0.4,Sex and race,Female: Asian or Pacific Islander,2017,All ages
675,0.4,Sex and age,Female: 65-74 years,2017,65-74 years
676,0.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: Asian or Pacific Islander,2002,All ages
677,0.4,Sex,Female,2008,All ages
678,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2010,All ages
679,0.4,Sex and race and Hispanic origin,Male: Hispanic or Latino: All races,2002,All ages
680,0.4,Age,75-84 years,2005,75-84 years
681,0.4,Sex and age,Male: 15-24 years,2004,15-24 years
682,0.4,Sex and age,Male: 55-64 years,2005,55-64 years
683,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2012,All ages
684,0.4,Age,55-64 years,2002,55-64 years
685,0.4,Age,55-64 years,2003,55-64 years
686,0.4,Age,65-74 years,2016,65-74 years
687,0.4,Sex and race and Hispanic origin (single race),Female: Not Hispanic or Latino: Asian,2018,All ages
688,0.4,Sex and age,Male: 75-84 years,2017,75-84 years
689,0.4,Sex and age,Female: 55-64 years,2001,55-64 years
690,0.4,Sex and age,Female: 25-34 years,2002,25-34 years
691,0.4,Sex,Female,2003,All ages
692,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2010,All ages
693,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2010,All ages
694,0.4,Age,15-24 years,2016,15-24 years
695,0.4,Sex and age,Female: 15-24 years,2003,15-24 years
696,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2006,All ages
697,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Asian or Pacific Islander,2009,All ages
698,0.4,Sex and race,Female: White,2009,All ages
699,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2011,All ages
700,0.4,Sex and age,Female: 25-34 years,2003,25-34 years
701,0.4,Sex and race,Female: Asian or Pacific Islander,2009,All ages
702,0.4,Sex and race,Female: Asian or Pacific Islander,2006,All ages
703,0.4,Sex and race,Female: Asian or Pacific Islander,2005,All ages
704,0.4,Sex and race and Hispanic origin,Male: Not Hispanic or Latino: White,1999,All ages
705,0.4,Sex and age,Female: 65-74 years,2012,65-74 years
706,0.4,Age,65-74 years,2013,65-74 years
707,0.4,Sex and race,Female: Black or African American,2001,All ages
708,0.4,Age,75-84 years,2018,75-84 years
709,0.4,Age,15-24 years,2001,15-24 years
710,0.4,Sex and race and Hispanic origin (single race),Female: Hispanic or Latino: All races,2018,All ages
711,0.4,Sex and race and Hispanic origin,Female: Not Hispanic or Latino: Black,2001,All ages
712,0.4,Sex,Female,2002,All ages
713,0.4,Sex,Female,2010,All ages
714,0.4,Age,55-64 years,2004,55-64 years
715,0.4,Total,All persons,2000,All ages
716,0.4,Sex and race and Hispanic origin,Female: Hispanic or Latino: All races,2014,All ages
717,0.4,Sex and race,Female: Black or African American,2013,All ages
718,0.4,Sex and age,Female: 25-34 years,2001,25-34 years
719,0.4,Sex and age,Male: 55-64 years,2001,55-64 years
